Hãng xe,Dòng xe,Đời xe,Phiên bản,Màu xe,Công tơ mét (km),Nhập khẩu,Tình trạng,Giá (VNĐ)
Hyundai,Ioniq 5,2024,LUX,Đen,3074,Nhập khẩu,Mới,1554000000
Nissan,Kicks,2016,AT,Xanh,38186,Nhập khẩu Nhật,Tốt,536000000
Toyota,Raize,2019,AT,Xanh,84849,Trong nước,Trung bình,301000000
Toyota,Veloz,2019,MT,Đen,16954,Trong nước,Rất tốt,568000000
Toyota,Camry,2013,2.5G,Đen,47785,Nhập khẩu Nhật,Tốt,787000000
Hyundai,Tucson,2019,AT,Bạc,32557,Nhập khẩu Nhật,Tốt,918000000
Kia,Seltos,2017,AT,Xám,38435,Trong nước,Rất tốt,550000000
Ford,EcoSport,2025,MT,Bạc,16993,Nhập khẩu Nhật,Rất tốt,604000000
Kia,Morning,2013,MT,Đen,96450,Nhập khẩu,Trung bình,192000000
Ford,Escape,2016,MT,Bạc,23633,Nhập khẩu,Tốt,725000000
Honda,Jazz,2026,AT,Bạc,8779,Nhập khẩu,Mới,795000000
Mitsubishi,Xforce,2017,S,Trắng,61211,Nhập khẩu Nhật,Trung bình,419000000
Toyota,Raize,2019,LUX,Vàng,102829,Trong nước,Trung bình,201000000
Hyundai,Creta,2021,AT,Nâu,18632,Nhập khẩu Nhật,Tốt,715000000
BMW,X1,2017,MT,Bạc,66953,Nhập khẩu Nhật,Tốt,1654000000
Hyundai,Accent,2020,SE,Trắng,25977,Nhập khẩu,Rất tốt,473000000
Ford,Territory,2014,MT,Xám,56986,Trong nước,Trung bình,671000000
Mazda,Mazda6,2016,LUX,Ghi,53494,Nhập khẩu Úc,Trung bình,733000000
Ford,Ranger,2017,AT,Trắng,32661,Trong nước,Tốt,942000000
Mercedes-Benz,S-Class,2012,S,Đen,97516,Trong nước,Tốt,3720000000
Toyota,Land Cruiser Prado,2024,LUX,Bạc,4201,Nhập khẩu Mỹ,Mới,4935000000
Kia,Sorento,2015,AT,Đỏ,195034,Nhập khẩu Nhật,Trung bình,661000000
Toyota,Fortuner,2015,SR5,Đen,36620,Trong nước,Tốt,684000000
Toyota,Corolla Cross,2012,S,Xám,83142,Nhập khẩu Nhật,Trung bình,576000000
Mazda,Mazda6,2021,S,Trắng,74984,Trong nước,Tốt,945000000
Mazda,BT-50,2018,AT,Bạc,56383,Nhập khẩu,Trung bình,587000000
Hyundai,Santa Fe,2012,AT,Đen,132753,Nhập khẩu,Trung bình,430000000
Hyundai,Santa Fe,2015,AT,Xám,116648,Nhập khẩu,Trung bình,779000000
Mitsubishi,Pajero Sport,2022,LUX,Trắng,11250,Trong nước,Rất tốt,1355000000
Toyota,Yaris,2018,S,Đen,49830,Nhập khẩu,Trung bình,471000000
Kia,Carens,2013,LUX,Bạc,29345,Nhập khẩu Úc,Trung bình,549000000
Honda,CR-V,2015,L,Vàng,62176,Nhập khẩu Nhật,Tốt,691000000
Honda,Jazz,2021,S,Trắng,16023,Trong nước,Trung bình,332000000
Honda,Jazz,2022,LUX,Trắng,24061,Trong nước,Rất tốt,424000000
Toyota,Raize,2016,S,Trắng,61299,Nhập khẩu Úc,Trung bình,287000000
Mazda,MX-5,2023,AT,Đen,12416,Nhập khẩu,Rất tốt,2280000000
Audi,A6,2023,LUX,Đỏ,9382,Trong nước,Rất tốt,2728000000
Toyota,Fortuner,2023,SR5,Đen,98019,Nhập khẩu Nhật,Tốt,1468000000
Toyota,Veloz,2021,S,Bạc,11711,Trong nước,Trung bình,458000000
Honda,Jazz,2023,AT,Đen,5623,Trong nước,Rất tốt,728000000
Toyota,Corolla Altis,2014,MT,Xanh,33472,Nhập khẩu,Trung bình,457000000
Toyota,Innova,2017,V,Đen,214862,Nhập khẩu Úc,Trung bình,308000000
Volvo,XC90,2025,S,Đen,27122,Nhập khẩu Úc,Rất tốt,4682000000
Mitsubishi,Pajero Sport,2022,AT,Trắng,19896,Trong nước,Rất tốt,2017000000
Mazda,CX-30,2017,S,Cam,136663,Nhập khẩu,Trung bình,367000000
Mazda,Mazda6,2016,S,Đen,33241,Trong nước,Tốt,585000000
Honda,HR-V,2015,AT,Xám,216738,Trong nước,Trung bình,179000000
Honda,CR-V,2026,L,Nâu,1078,Trong nước,Mới,1116000000
Honda,Jazz,2012,LUX,Trắng,25863,Trong nước,Tốt,359000000
Toyota,Camry,2023,3.5Q,Đen,6666,Trong nước,Rất tốt,1015000000
Toyota,Raize,2022,MT,Đen,16917,Trong nước,Rất tốt,505000000
Suzuki,Ertiga,2015,S,Đen,103521,Nhập khẩu Mỹ,Trung bình,246000000
Toyota,Wigo,2018,LUX,Bạc,32356,Nhập khẩu Úc,Tốt,287000000
Mazda,Mazda3,2025,AT,Trắng,26683,Nhập khẩu,Rất tốt,737000000
Honda,City,2013,RS,Đen,51344,Nhập khẩu Nhật,Tốt,313000000
Kia,Morning,2021,S,Xám,13750,Nhập khẩu Nhật,Tốt,350000000
Honda,CR-V,2017,L,Trắng,54501,Nhập khẩu Mỹ,Rất tốt,1067000000
Toyota,Corolla Cross,2016,LUX,Xám,82503,Trong nước,Trung bình,295000000
Hyundai,Creta,2021,MT,Trắng,51058,Nhập khẩu,Tốt,633000000
Honda,HR-V,2026,LUX,Trắng,4297,Nhập khẩu Úc,Mới,1626000000
Ford,Mustang,2014,S,Ghi,69523,Trong nước,Trung bình,950000000
Toyota,Raize,2017,AT,Xám,37109,Nhập khẩu Nhật,Tốt,417000000
Toyota,Innova,2022,V,Xám,19535,Nhập khẩu Mỹ,Rất tốt,849000000
Kia,Carens,2019,AT,Xám,177134,Nhập khẩu Nhật,Trung bình,297000000
Hyundai,Stargazer,2022,AT,Vàng,5704,Nhập khẩu Úc,Rất tốt,724000000
BMW,3 Series,2020,MT,Ghi,60053,Trong nước,Tốt,1410000000
Ford,EcoSport,2017,LUX,Bạc,65439,Trong nước,Trung bình,284000000
Mazda,CX-5,2025,Premium,Đen,2033,Nhập khẩu Nhật,Mới,1061000000
Toyota,Wigo,2013,S,Vàng,190425,Trong nước,Trung bình,134000000
Toyota,Veloz,2013,LUX,Xám,56321,Trong nước,Trung bình,477000000
Honda,Jazz,2012,MT,Xám,42165,Trong nước,Trung bình,404000000
Mazda,CX-5,2021,MT,Xám,14606,Trong nước,Trung bình,556000000
Honda,Jazz,2014,MT,Trắng,35417,Nhập khẩu Nhật,Trung bình,578000000
Toyota,Vios,2015,AT,Xám,118387,Nhập khẩu,Trung bình,250000000
BMW,X5,2026,S,Trắng,6670,Nhập khẩu,Mới,5673000000
Nissan,X-Trail,2012,AT,Ghi,154457,Nhập khẩu Mỹ,Trung bình,444000000
Toyota,Fortuner,2026,AT,Xám,1847,Nhập khẩu Úc,Mới,1013000000
Audi,Q5,2018,AT,Bạc,19906,Trong nước,Tốt,2626000000
Land Rover,Range Rover Evoque,2026,AT,Trắng,42,Nhập khẩu Úc,Mới,8280000000
Honda,CR-V,2016,RX,Xám,58994,Trong nước,Trung bình,548000000
Toyota,Veloz,2016,AT,Xám,250000,Trong nước,Trung bình,186000000
Toyota,Vios,2019,G,Đen,60118,Trong nước,Trung bình,329000000
Mazda,Mazda6,2013,AT,Bạc,40280,Trong nước,Trung bình,416000000
Mitsubishi,Triton,2020,MT,Đỏ,58171,Nhập khẩu Nhật,Trung bình,303000000
Honda,City,2014,RS,Đen,103709,Trong nước,Trung bình,249000000
Honda,City,2016,AT,Bạc,20854,Trong nước,Rất tốt,376000000
Ford,Explorer,2026,MT,Xám,11882,Trong nước,Mới,1991000000
Chevrolet,Colorado,2022,MT,Trắng,10003,Trong nước,Rất tốt,421000000
Nissan,X-Trail,2021,MT,Đen,13729,Trong nước,Trung bình,591000000
Chevrolet,Spark,2025,S,Đỏ,1796,Nhập khẩu Mỹ,Mới,494000000
Hyundai,Accent,2017,SE,Vàng,54771,Trong nước,Tốt,298000000
Toyota,Vios,2013,V,Đen,50423,Nhập khẩu Mỹ,Trung bình,396000000
Honda,Civic,2013,MT,Nâu,38750,Nhập khẩu Nhật,Trung bình,595000000
Honda,Jazz,2019,MT,Xám,22182,Nhập khẩu Úc,Tốt,506000000
Mitsubishi,Outlander,2015,AT,Trắng,99005,Trong nước,Tốt,477000000
Peugeot,5008,2019,LUX,Vàng,190415,Nhập khẩu Úc,Trung bình,692000000
Toyota,Hilux,2024,LUX,Đen,10528,Nhập khẩu Úc,Mới,1040000000
Suzuki,Vitara,2019,LUX,Trắng,28333,Trong nước,Trung bình,377000000
Mazda,Mazda6,2015,S,Xanh,35443,Nhập khẩu Nhật,Tốt,887000000
Mazda,CX-30,2018,S,Đen,24327,Nhập khẩu Mỹ,Tốt,672000000
Audi,A4,2019,MT,Vàng,20585,Trong nước,Trung bình,1839000000
Toyota,Wigo,2013,S,Đen,64080,Nhập khẩu Mỹ,Tốt,281000000
Kia,Cerato,2013,S,Bạc,71143,Nhập khẩu Nhật,Trung bình,354000000
Honda,CR-V,2015,L,Đen,87236,Trong nước,Trung bình,517000000
Chevrolet,Cruze,2017,S,Bạc,82705,Trong nước,Trung bình,282000000
Toyota,Camry,2022,2.5G,Xanh,9840,Nhập khẩu Nhật,Rất tốt,1534000000
Suzuki,XL7,2019,S,Xám,30235,Nhập khẩu Nhật,Rất tốt,565000000
Nissan,Navara,2016,LUX,Ghi,82929,Trong nước,Trung bình,536000000
Mitsubishi,Xforce,2013,S,Trắng,43646,Nhập khẩu Mỹ,Tốt,583000000
Toyota,Corolla Cross,2012,S,Xanh,33147,Nhập khẩu Nhật,Trung bình,472000000
Hyundai,Ioniq 5,2012,LUX,Ghi,45791,Trong nước,Trung bình,843000000
Toyota,Land Cruiser Prado,2018,S,Nâu,27067,Nhập khẩu,Rất tốt,2573000000
Nissan,X-Trail,2020,AT,Xám,12126,Nhập khẩu,Tốt,792000000
Mazda,CX-5,2021,MT,Đen,50773,Trong nước,Rất tốt,588000000
Toyota,Yaris,2018,LUX,Trắng,87887,Trong nước,Tốt,447000000
Nissan,Kicks,2012,S,Bạc,33647,Nhập khẩu,Trung bình,438000000
Kia,Sorento,2023,LUX,Bạc,5937,Nhập khẩu,Rất tốt,1215000000
Toyota,Camry,2026,2.5G,Xanh,9398,Trong nước,Mới,1276000000
Kia,Carnival,2013,LUX,Vàng,33071,Nhập khẩu Mỹ,Tốt,1324000000
Toyota,Land Cruiser Prado,2015,LUX,Cam,47496,Nhập khẩu Úc,Trung bình,1941000000
Toyota,Raize,2024,S,Xám,463,Nhập khẩu Úc,Mới,489000000
Ford,Explorer,2018,S,Đen,24748,Nhập khẩu Úc,Tốt,1096000000
Ford,Territory,2015,AT,Bạc,106601,Trong nước,Trung bình,649000000
Mitsubishi,Xforce,2025,LUX,Xám,11421,Nhập khẩu,Mới,701000000
Toyota,Innova,2016,V,Bạc,32762,Trong nước,Tốt,470000000
Nissan,X-Trail,2012,MT,Trắng,42513,Nhập khẩu,Tốt,459000000
Ford,Territory,2017,MT,Đỏ,27928,Nhập khẩu Nhật,Tốt,960000000
Ford,Explorer,2019,AT,Trắng,17928,Trong nước,Tốt,1414000000
Mazda,CX-8,2019,S,Bạc,199300,Trong nước,Trung bình,497000000
BMW,X7,2024,S,Trắng,7461,Nhập khẩu,Mới,6854000000
Toyota,Wigo,2013,LUX,Trắng,62960,Nhập khẩu,Tốt,285000000
Toyota,Vios,2013,V,Trắng,99766,Nhập khẩu,Tốt,312000000
Ford,Territory,2015,AT,Trắng,120818,Nhập khẩu Úc,Trung bình,498000000
Ford,Explorer,2015,S,Đỏ,110397,Nhập khẩu,Trung bình,701000000
Hyundai,Santa Fe,2015,S,Trắng,20917,Nhập khẩu,Trung bình,925000000
Ford,EcoSport,2018,LUX,Bạc,22857,Nhập khẩu Nhật,Trung bình,455000000
Toyota,Camry,2021,2.5G,Trắng,34470,Nhập khẩu Nhật,Rất tốt,1136000000
Toyota,Vios,2017,G,Trắng,45917,Nhập khẩu Nhật,Tốt,369000000
Honda,Civic,2022,TYPE R,Đen,61623,Trong nước,Trung bình,526000000
Toyota,Raize,2014,MT,Bạc,80215,Nhập khẩu,Tốt,260000000
Chevrolet,Colorado,2022,S,Xanh,48905,Nhập khẩu Úc,Tốt,745000000
Mitsubishi,Xforce,2024,S,Vàng,1574,Nhập khẩu,Mới,822000000
Kia,Seltos,2021,LUX,Bạc,55880,Trong nước,Trung bình,417000000
Honda,HR-V,2023,AT,Trắng,10427,Nhập khẩu,Rất tốt,806000000
Ford,Explorer,2022,S,Đen,68875,Nhập khẩu,Tốt,1150000000
Honda,Jazz,2015,LUX,Trắng,29438,Trong nước,Tốt,409000000
Nissan,Almera,2021,S,Bạc,26706,Nhập khẩu,Tốt,440000000
Chevrolet,Colorado,2023,AT,Đen,27040,Nhập khẩu Úc,Rất tốt,922000000
Mazda,BT-50,2023,LUX,Trắng,12934,Nhập khẩu Mỹ,Rất tốt,1125000000
Honda,CR-V,2021,G,Trắng,24519,Nhập khẩu Úc,Trung bình,829000000
Honda,CR-V,2022,G,Bạc,65122,Nhập khẩu,Trung bình,903000000
Hyundai,Santa Fe,2017,AT,Xanh,50465,Nhập khẩu,Tốt,1336000000
Honda,City,2014,MT,Trắng,70958,Nhập khẩu Nhật,Tốt,403000000
Mitsubishi,Xpander,2017,S,Đen,23084,Nhập khẩu Mỹ,Tốt,519000000
Mercedes-Benz,E-Class,2020,MT,Đen,52469,Trong nước,Tốt,2416000000
Kia,Seltos,2023,LUX,Đen,19624,Nhập khẩu Mỹ,Rất tốt,843000000
Hyundai,Creta,2016,MT,Đen,48465,Nhập khẩu Mỹ,Tốt,505000000
Honda,CR-V,2018,RX,Bạc,15619,Trong nước,Tốt,954000000
Ford,Explorer,2013,AT,Ghi,69262,Nhập khẩu Úc,Trung bình,855000000
Toyota,Corolla Altis,2015,AT,Trắng,20700,Nhập khẩu Úc,Rất tốt,578000000
Toyota,Hilux,2014,S,Đen,20066,Nhập khẩu,Rất tốt,854000000
Hyundai,Elantra,2022,S,Trắng,18403,Nhập khẩu Úc,Rất tốt,796000000
Toyota,Raize,2012,LUX,Đỏ,31522,Nhập khẩu,Trung bình,329000000
Suzuki,Ciaz,2017,LUX,Xanh,31717,Nhập khẩu Úc,Tốt,408000000
Toyota,Vios,2013,E,Đen,78256,Nhập khẩu Úc,Tốt,274000000
Peugeot,508,2017,AT,Đỏ,23035,Trong nước,Tốt,779000000
Honda,Accord,2013,LUX,Đen,40680,Nhập khẩu,Tốt,851000000
Mitsubishi,Outlander,2023,S,Ghi,7265,Nhập khẩu Mỹ,Rất tốt,1129000000
Toyota,Yaris,2016,S,Bạc,67735,Nhập khẩu Úc,Trung bình,501000000
Hyundai,Stargazer,2021,MT,Bạc,34932,Nhập khẩu Nhật,Tốt,425000000
Hyundai,Ioniq 5,2022,MT,Trắng,22878,Nhập khẩu Mỹ,Rất tốt,2002000000
Suzuki,Swift,2025,S,Bạc,2062,Nhập khẩu Mỹ,Mới,581000000
Honda,Jazz,2017,LUX,Xám,25141,Nhập khẩu Nhật,Rất tốt,421000000
Mazda,CX-8,2021,MT,Đen,11884,Nhập khẩu Mỹ,Tốt,972000000
Mercedes-Benz,GLA,2020,LUX,Nâu,22773,Trong nước,Tốt,1218000000
Mitsubishi,Triton,2015,LUX,Xám,180374,Trong nước,Trung bình,298000000
BMW,3 Series,2023,LUX,Trắng,8437,Nhập khẩu Úc,Rất tốt,2853000000
Honda,HR-V,2017,S,Ghi,36319,Trong nước,Tốt,506000000
Lexus,LX,2018,LUX,Trắng,19041,Trong nước,Trung bình,5128000000
Mazda,Mazda6,2022,LUX,Đen,18024,Nhập khẩu,Rất tốt,795000000
Mitsubishi,Outlander,2019,LUX,Nâu,58283,Nhập khẩu Mỹ,Tốt,801000000
Toyota,Camry,2023,3.5Q,Vàng,19417,Nhập khẩu,Rất tốt,993000000
Mazda,Mazda6,2014,MT,Xám,128582,Trong nước,Trung bình,460000000
Hyundai,Kona,2024,LUX,Trắng,4664,Nhập khẩu Mỹ,Mới,717000000
Toyota,Wigo,2020,S,Bạc,13321,Trong nước,Trung bình,359000000
Mitsubishi,Outlander,2021,S,Xám,17858,Nhập khẩu,Rất tốt,962000000
Hyundai,Elantra,2024,S,Bạc,7601,Nhập khẩu,Mới,698000000
Kia,Sorento,2013,AT,Trắng,72230,Trong nước,Tốt,697000000
Toyota,Yaris,2016,LUX,Bạc,61643,Nhập khẩu Úc,Tốt,521000000
BMW,3 Series,2014,S,Xanh,83180,Trong nước,Tốt,782000000
Mazda,MX-5,2024,LUX,Trắng,7101,Nhập khẩu,Mới,2259000000
Honda,Civic,2026,RS,Đen,14919,Nhập khẩu Nhật,Mới,1119000000
Mercedes-Benz,S-Class,2014,LUX,Xám,68506,Nhập khẩu Mỹ,Tốt,5680000000
Peugeot,508,2015,S,Trắng,102928,Trong nước,Trung bình,363000000
Hyundai,Creta,2016,MT,Xanh,35727,Nhập khẩu Úc,Tốt,558000000
Mazda,Mazda3,2014,AT,Cam,82357,Trong nước,Tốt,417000000
Mitsubishi,Outlander,2016,LUX,Xám,147862,Nhập khẩu Mỹ,Trung bình,565000000
Mazda,Mazda3,2024,Premium,Đen,3411,Trong nước,Mới,810000000
Mitsubishi,Xforce,2018,MT,Ghi,72382,Trong nước,Trung bình,341000000
Kia,Sorento,2015,S,Trắng,90962,Nhập khẩu,Trung bình,673000000
Toyota,Vios,2017,G,Nâu,23375,Trong nước,Trung bình,281000000
Hyundai,Kona,2012,LUX,Bạc,67910,Trong nước,Trung bình,373000000
BMW,X1,2023,MT,Vàng,6952,Trong nước,Rất tốt,1460000000
Lexus,RX,2017,MT,Đen,208153,Nhập khẩu,Trung bình,1251000000
Honda,Accord,2024,LUX,Đen,11677,Nhập khẩu,Mới,1628000000
Hyundai,Creta,2016,AT,Xám,26392,Nhập khẩu,Tốt,665000000
Lexus,NX,2012,MT,Trắng,27140,Trong nước,Rất tốt,1939000000
Mitsubishi,Xforce,2012,MT,Đen,69641,Nhập khẩu,Trung bình,433000000
Honda,Civic,2021,TYPE R,Trắng,19727,Trong nước,Tốt,626000000
Toyota,Raize,2022,AT,Đỏ,5497,Trong nước,Rất tốt,548000000
Mazda,BT-50,2022,LUX,Cam,15921,Nhập khẩu,Rất tốt,842000000
Suzuki,Ciaz,2016,AT,Bạc,46992,Trong nước,Tốt,291000000
Honda,Civic,2014,RS,Trắng,25860,Nhập khẩu,Trung bình,462000000
Toyota,Veloz,2015,S,Đen,109049,Trong nước,Trung bình,355000000
Kia,EV6,2025,LUX,Xanh,17262,Trong nước,Rất tốt,2191000000
Honda,HR-V,2014,S,Xám,97716,Trong nước,Tốt,458000000
Honda,CR-V,2018,G,Vàng,80677,Nhập khẩu Nhật,Tốt,914000000
Hyundai,Palisade,2014,AT,Trắng,33418,Trong nước,Trung bình,1280000000
Honda,Jazz,2016,LUX,Bạc,36826,Nhập khẩu,Tốt,387000000
Audi,Q7,2017,LUX,Đen,32862,Nhập khẩu Úc,Trung bình,3438000000
Kia,Sorento,2015,AT,Bạc,99664,Nhập khẩu,Trung bình,662000000
Hyundai,Santa Fe,2019,AT,Bạc,127286,Trong nước,Trung bình,718000000
Toyota,Corolla Altis,2023,MT,Vàng,22664,Nhập khẩu Nhật,Rất tốt,716000000
Hyundai,Elantra,2014,MT,Trắng,137290,Trong nước,Trung bình,277000000
Honda,Jazz,2025,S,Trắng,7126,Nhập khẩu,Mới,888000000
Kia,Sportage,2025,S,Đen,3433,Nhập khẩu Nhật,Mới,1208000000
Mazda,CX-5,2025,Premium,Đen,3882,Trong nước,Mới,1210000000
Volvo,XC90,2023,AT,Trắng,6096,Trong nước,Rất tốt,4058000000
Honda,Jazz,2021,LUX,Nâu,10735,Nhập khẩu,Tốt,512000000
Audi,Q7,2022,MT,Đen,21646,Trong nước,Rất tốt,5513000000
Toyota,Camry,2024,3.5Q,Vàng,4039,Nhập khẩu,Mới,1301000000
Toyota,Camry,2018,3.5Q,Đen,45530,Trong nước,Tốt,538000000
Kia,Carnival,2013,MT,Đỏ,64862,Nhập khẩu,Trung bình,635000000
Nissan,Almera,2016,MT,Bạc,37867,Nhập khẩu Úc,Tốt,372000000
Kia,Seltos,2022,AT,Bạc,14044,Nhập khẩu,Rất tốt,869000000
Kia,Sportage,2022,AT,Đỏ,13908,Trong nước,Rất tốt,989000000
Mitsubishi,Pajero Sport,2015,S,Đen,47044,Trong nước,Trung bình,883000000
Toyota,Yaris,2017,AT,Nâu,114520,Nhập khẩu,Trung bình,288000000
Mitsubishi,Attrage,2026,LUX,Trắng,4199,Nhập khẩu,Mới,493000000
Kia,Carens,2020,MT,Đỏ,31285,Nhập khẩu,Tốt,408000000
Honda,CR-V,2019,RX,Đỏ,100832,Nhập khẩu Nhật,Trung bình,654000000
Toyota,Wigo,2020,AT,Vàng,56268,Nhập khẩu Úc,Tốt,243000000
Honda,CR-V,2026,RX,Xám,15477,Nhập khẩu Nhật,Rất tốt,1830000000
Mitsubishi,Outlander,2020,AT,Trắng,17238,Nhập khẩu Úc,Trung bình,933000000
Mazda,MX-5,2014,MT,Xám,21958,Nhập khẩu Úc,Rất tốt,1615000000
Kia,Carnival,2013,MT,Đen,36640,Trong nước,Tốt,814000000
Lexus,RX,2021,LUX,Bạc,17514,Trong nước,Trung bình,3288000000
Chevrolet,Spark,2016,MT,Nâu,152047,Trong nước,Trung bình,128000000
Mitsubishi,Xforce,2016,LUX,Xám,77621,Trong nước,Tốt,426000000
Kia,Cerato,2017,AT,Đen,24687,Nhập khẩu,Trung bình,369000000
Kia,Carnival,2013,S,Đen,28000,Trong nước,Tốt,806000000
Peugeot,5008,2014,AT,Bạc,29307,Nhập khẩu,Tốt,1003000000
Honda,Accord,2021,MT,Đen,32894,Trong nước,Trung bình,418000000
Mitsubishi,Xforce,2020,AT,Xanh,40580,Nhập khẩu,Trung bình,439000000
Kia,Sorento,2017,AT,Bạc,127996,Trong nước,Trung bình,562000000
Toyota,Hilux,2012,LUX,Xanh,175324,Nhập khẩu,Trung bình,414000000
Toyota,Raize,2021,S,Đen,15181,Nhập khẩu Úc,Tốt,492000000
Nissan,X-Trail,2023,MT,Trắng,10190,Trong nước,Rất tốt,1102000000
Hyundai,Accent,2021,MT,Đỏ,16321,Nhập khẩu,Tốt,478000000
Hyundai,Ioniq 5,2025,S,Xám,3110,Trong nước,Mới,2415000000
Kia,Carens,2023,AT,Đen,39456,Trong nước,Tốt,531000000
Nissan,Almera,2014,LUX,Xám,67076,Nhập khẩu Nhật,Trung bình,242000000
Kia,Carens,2021,AT,Xanh,40823,Trong nước,Tốt,605000000
Mazda,CX-30,2014,LUX,Xám,57046,Nhập khẩu Mỹ,Tốt,781000000
Ford,Escape,2013,LUX,Xám,21610,Trong nước,Rất tốt,722000000
Land Rover,Discovery,2016,AT,Xám,23649,Nhập khẩu Nhật,Trung bình,3514000000
Toyota,Land Cruiser Prado,2014,LUX,Trắng,62461,Trong nước,Tốt,2366000000
Ford,Explorer,2020,AT,Đen,39178,Nhập khẩu Mỹ,Rất tốt,1597000000
Ford,Escape,2018,MT,Bạc,24214,Nhập khẩu,Trung bình,770000000
Honda,City,2022,AT,Đen,22917,Trong nước,Rất tốt,323000000
Kia,K5,2016,S,Trắng,111533,Trong nước,Trung bình,455000000
Toyota,Camry,2020,2.5G,Đỏ,22209,Nhập khẩu Nhật,Tốt,915000000
Toyota,Corolla Cross,2023,AT,Đen,24209,Trong nước,Rất tốt,711000000
Toyota,Corolla Cross,2012,S,Nâu,48466,Nhập khẩu Mỹ,Tốt,413000000
Hyundai,Palisade,2023,MT,Vàng,20880,Nhập khẩu Nhật,Rất tốt,1957000000
Honda,HR-V,2025,MT,Trắng,10107,Nhập khẩu,Mới,1034000000
Hyundai,Elantra,2020,LUX,Trắng,120841,Nhập khẩu Nhật,Trung bình,368000000
Kia,Cerato,2026,MT,Trắng,2966,Nhập khẩu Úc,Mới,1055000000
Honda,City,2013,RS,Bạc,49116,Trong nước,Tốt,266000000
Honda,City,2022,AT,Trắng,7534,Trong nước,Rất tốt,516000000
Honda,Jazz,2020,MT,Ghi,15249,Nhập khẩu,Rất tốt,657000000
Hyundai,Ioniq 5,2020,LUX,Trắng,37190,Nhập khẩu Nhật,Tốt,1370000000
Ford,Everest,2018,S,Bạc,109599,Trong nước,Trung bình,680000000
Ford,EcoSport,2017,MT,Trắng,47603,Nhập khẩu Mỹ,Tốt,373000000
Toyota,Corolla Altis,2021,AT,Bạc,14560,Trong nước,Tốt,446000000
Kia,Cerato,2013,S,Vàng,38458,Trong nước,Rất tốt,326000000
Toyota,Vios,2023,V,Đen,13498,Trong nước,Rất tốt,406000000
Honda,CR-V,2012,RX,Đen,38887,Trong nước,Rất tốt,780000000
Mazda,CX-8,2017,LUX,Trắng,34631,Trong nước,Tốt,673000000
Toyota,Fortuner,2013,MT,Đỏ,93246,Trong nước,Tốt,715000000
Honda,CR-V,2026,RX,Bạc,55,Nhập khẩu Úc,Mới,1803000000
Ford,Focus,2013,LUX,Bạc,62617,Nhập khẩu,Tốt,442000000
Lexus,LX,2026,MT,Bạc,11051,Trong nước,Mới,8304000000
Kia,Sportage,2016,AT,Đen,37025,Nhập khẩu Nhật,Rất tốt,1005000000
Toyota,Raize,2024,MT,Vàng,6471,Trong nước,Mới,575000000
Audi,Q5,2018,S,Cam,57002,Nhập khẩu Mỹ,Tốt,2155000000
Hyundai,Tucson,2014,S,Đỏ,78535,Nhập khẩu Úc,Trung bình,734000000
Mitsubishi,Attrage,2025,MT,Xanh,4132,Nhập khẩu Mỹ,Mới,468000000
Kia,Sorento,2023,MT,Bạc,10957,Nhập khẩu Nhật,Rất tốt,1575000000
Honda,CR-V,2016,RX,Xám,119408,Nhập khẩu Nhật,Trung bình,623000000
Hyundai,Palisade,2016,LUX,Ghi,98136,Trong nước,Tốt,981000000
Suzuki,Vitara,2016,S,Đỏ,41313,Nhập khẩu Nhật,Tốt,382000000
Kia,Sportage,2013,S,Trắng,25979,Trong nước,Trung bình,590000000
Toyota,Raize,2018,AT,Bạc,17831,Nhập khẩu Úc,Tốt,501000000
Audi,Q3,2023,AT,Đen,6386,Nhập khẩu Úc,Rất tốt,2428000000
Ford,Mustang,2012,LUX,Đen,68089,Trong nước,Trung bình,1319000000
Ford,Everest,2018,LUX,Trắng,17015,Trong nước,Tốt,812000000
Toyota,Fortuner,2026,MT,Bạc,2876,Nhập khẩu Nhật,Mới,2787000000
Honda,Civic,2019,MT,Xám,68168,Nhập khẩu Mỹ,Trung bình,466000000
Toyota,Wigo,2013,S,Trắng,39174,Nhập khẩu Nhật,Tốt,381000000
Mazda,MX-5,2017,AT,Vàng,99254,Trong nước,Trung bình,975000000
Kia,Seltos,2019,MT,Trắng,66996,Trong nước,Tốt,574000000
Porsche,Cayenne,2021,MT,Trắng,16489,Nhập khẩu,Tốt,7848000000
Toyota,Raize,2015,S,Bạc,91773,Trong nước,Tốt,274000000
Honda,Accord,2017,S,Trắng,95759,Trong nước,Tốt,812000000
Toyota,Innova,2024,V,Trắng,3546,Trong nước,Mới,934000000
Hyundai,Stargazer,2019,AT,Đen,23977,Nhập khẩu Mỹ,Tốt,977000000
Hyundai,Creta,2017,MT,Trắng,60514,Trong nước,Tốt,456000000
Mitsubishi,Attrage,2013,AT,Bạc,159884,Nhập khẩu Mỹ,Trung bình,224000000
Honda,Accord,2015,S,Bạc,76132,Nhập khẩu Nhật,Trung bình,590000000
Kia,K5,2018,LUX,Trắng,22214,Nhập khẩu Úc,Tốt,682000000
Toyota,Land Cruiser Prado,2021,MT,Đen,36406,Nhập khẩu,Tốt,3834000000
Kia,Seltos,2015,MT,Trắng,50647,Nhập khẩu,Tốt,456000000
Hyundai,Ioniq 5,2017,MT,Bạc,69243,Trong nước,Tốt,979000000
